review_id,review_title,avg_rating,rating,review_text,Type_Of_Traveler,Stayed_Period,Reservation ID,Guest ID,Room Number,Hotel ID
731,Exceptional,8.5,10,"Great Suite, so much space.  Huge modern bathroom with walk in shower plus bath.",Couple,Stayed 2 nights,1769,869,29,731
732,Exceptional,8.5,10,There are no comments available for this review,Solo traveller,Stayed 1 night,1770,870,69,732
733,Amazing Host! Great Location! Would Stay Again!,9,9.2,"Some how I missed it was a shared bathroom when booking? The bathroom is shared with one other room. There is one room with a toilet. The other bathroom has a tub with shower hose (not fixed to the wall), a sink and mirror. We had no issues with sharing the bathroom with the other guests, it was not a problem at all. However, I still didn't notice it was shared when booking. We were in the ""Double Room"" which does not match the photos on Booking, The Double Room has a small seating area, and narrow stairs up to a loft where the bed is.  She did provide a small lamp on both levels. We left the downstairs lamp on at night so that we could see going up and down the stairs to get to the bathroom.,

Maria was an absolutely amazing host! We were originally supposed to arrive at 10pm, and she was more than willing to accommodate us. We showed up earlier than expected, at 5pm, and she was there waiting to let us in. This is a small B&B and Maria lives at the property. This is not a hotel with a 24/7 front desk and staff, so I was grateful Maria was there, although she wasn't expecting us until later. Upon arrival Maria was so welcoming. We sat at her table while she pulled out a map and made recommendations for places to visit, sight-see and eat. It was great to have some local knowledge, and although we had been to Brugge before she recommended places we had no previously been. After welcoming us she showed us around the B&B. It was very clean! We didn't see any bugs at all (let alone bed bugs as other reviews mention). Maria provided extra blankets in case we got cold. She had us inspect the bathrooms and bedroom to make sure it was to our liking. The WiFi was good and we were able to stream Netflix no problem. The parking is 10EUR a day, but its in her personal garage right next to the property. It fit my large SUV no problem, and the neighborhood and parking was very safe and secure. Every morning we were provided an excellent breakfast of fresh bread, homemade jam that Maria makes herself, cheese, salami and omelettes made to order. Tea and coffee are included. She offers fresh orange juice for 4EUR a glass, but neither my husband or I are juice drinkers so we declined with no problems or pressure. The location is amazing and about a 5 minute walk from De Halve Man Brewery. We found it very easy to get around by foot and didnt use the car all weekend.",Couple,Stayed 3 nights,1771,871,29,733
734,Fabulous,7.8,8.8,"Bugs in the room (not a problem but not nice either), not crispy bed linen,

Great location, nice personnel, perfect view (choose option with the lake view!)",Family with young children,Stayed 2 nights,1772,872,12,734
735,Superb,8.8,9.2,Best breakfast in Belgium,Couple,Stayed 1 night,1773,873,81,735
736,Good,7.6,7.1,"Stayed 2 nights, but on both days there was a huge line for breakfast (around 7.15). Had to skip breakfast to be in time for work. Too bad because the breakfast is fine.",Solo traveller,Stayed 2 nights,1774,874,79,736
737,Very poor,7.1,1,"The man at the reception was very rude and let me pay for parking without staying there  for 3 hours ,

Nothing the staff was very rude,",Couple,Stayed 1 night,1775,875,28,737
738,Exceptional,9.8,10,There are no comments available for this review,Couple,Stayed 3 nights,1776,876,55,738
739,Exceptional,9.2,10,Extra clean. Spacious.,Two-Bedroom Apartment,Submitted via mobile,1777,877,88,739
740,Very good,8.4,8,There are no comments available for this review,Family with young children,Stayed 3 nights,1778,878,95,740
741,Very good,8.5,8.3,Breakfast good - location good.,Group,Stayed 3 nights,1779,879,93,741
742,Superb,8.5,9.2,There are no comments available for this review,Couple,Stayed 2 nights,1780,880,66,742
743,The host is an incredibly welcoming woman who will make sure you get the most out of your experience,9,10,"The B&B is located in a very nice and picturesque part of the town, next to the park, and the city center is only 10 minutes walk. The breakfast was home made and delicious, plus everything was clean and tidy. Maria will be a wonderful host !",Couple,Stayed 1 night,1781,881,28,743
744,"Pleasant, quiet hotel with parking and restaurant, just outside city center.",7.8,7.5,"Very quiet hotel outside the city center, with on-site private parking, and large restaurant with a terrace and view of the lake. Breakfast was good. Beds were comfortable.",Couple,Stayed 1 night,1782,882,33,744
745,Superb,8.8,9.2,"It’s a couple of km out of town.,

Nice situation with plenty of parking and nice grounds. Very friendly and helpful staff. Clean and comfortable room",Couple,Stayed 1 night,1783,883,14,745
746,Good for a short stay,7.6,6,"According to the site my room would have ac, but it didn't. The room was clean, but the hallway and stairs weren't that clean.,

Location was good, close to center, free parking and wifi.",Solo traveller,Stayed 1 night,1784,884,84,746
747,Decent place to stay,8.1,8,"You could hear talking from the other rooms for part of the evening. Luckily it was quiet enough at night.,

Because of a discount we got an extra large room (and a free breakfast + two extra beds). The room was comfy enough with a view of the back garden (and the fire brigade close by). Bed, shower, television and room temperature were ok. The design of the room is modern and quite clean. Breakfast had enough choices.The location is good as it is close to the beach, the kusttram, some shops and restaurants.",Couple,Stayed 1 night,1785,885,37,747
748,Superb,8.9,9,really good breakfast!,Couple,Stayed 1 night,1786,886,28,748
749,Very good value for money,7.1,8.8,"There's a light smell of cleaning products on the corridors,

very kind personnel. Clean room, comfortable bed, very well equipped bathroom, good WiFi and TV, enough storage. At one stone's throw from the airport. Due to Covid restrictions they served me a pretty good breakfast to have in the room. Very recommendable.",Standard Double Room,Submitted via mobile,1787,887,41,749
750,"Well located, great host, clean, very comfortable and yummy breakfast with local and great products.",9.8,10,There are no comments available for this review,Family with young children,Stayed 3 nights,1788,888,60,750
751,Great stay for a weekend,9.2,9,"Both apartment buildings next to it are being renovated, very noisy during the day. Of course this is just temporary :),

Very sweet hosts, very clean and beautiful apartment (the entrance, tiny elevator and hall are all very old, but the appartement itself is nicely renovated). They cleaned the apartment afterwards themselves and took out the trash, so you really feel like in a hotel room. Great location with the coast only 50 meters away.",Solo traveller,Stayed 1 night,1789,889,82,751
752,Very good,8.4,8,There are no comments available for this review,Family with young children,Stayed 1 night,1790,890,43,752
753,Good for the price,8.5,8.3,"Building needs some exterior works,

Close to city center. Clean rooms.",Solo traveller,Stayed 1 night,1792,892,77,753
754,Exceptional,8.5,10,There are no comments available for this review,Group,Stayed 1 night,1793,893,6,754
755,Exceptional,9,10,"Maria was amazing! great value for money, great location- really close to centre of Bruge. Was surprised to find the parking space was a garage which made me feel that my car was safe. Will definitely stay again. Thank you Maria",Couple,Stayed 1 night,1794,894,51,755
756,"A modern, minimalistic oasis set in an ancient Belgian town!",7.8,9.2,"Atmosphere in the restaurant was non-existent. Maybe more diners would improve that feeling. But nothing else could be described as “did not like”,

Breakfast that was included in the price, was really good. Dinner in the restaurant was good, but we thought a little overpriced. The ultra-modern, minimalistic room on the ground floor was superb, even if the view was not.",Couple,Stayed 1 night,1795,895,91,756
757,Hiking in Florenville and wider,8.8,9.6,"Fine starting point for walking. Very friendly people. 
Garden ar the Semois is huge and nice.",Couple,Stayed 2 nights,1796,896,85,757
758,Superb,7.6,9.2,"Nothing, it was fine.
,

The location was great, for us.
We were staying for a film premiere in Kinopolis, across the road.",Standard Twin Room,Submitted via mobile,1797,897,49,758
759,Superb,8.1,9,"Location not directly at the beach but very close.,

Very good breakfast, very helpful people, good location but not directly at the beach. Excellent bed. Calm.",Solo traveller,Stayed 2 nights,1798,898,51,759
760,Exceptional,8.9,10,"It was a great place, sauna and jacuzzi are great! Beds are so comfortable! And breakfast was too, first time after pandemic I had such a great and well-thought breakfast in the hotel",Solo traveller,Stayed 1 night,1799,899,46,760
761,Passable,7.1,5.4,"Smell of the room was awful seems no ventilation ,

10 mins from airport main road, decent breakfast",People with friends,Stayed 1 night,1800,900,42,761
762,Exceptional,9.8,10,There are no comments available for this review,Group,Stayed 3 nights,1801,901,90,762
763,Met all our expectations,8.4,9,There are no comments available for this review,Family with young children,Stayed 4 nights,1802,902,11,763
764,Marveaux is beau,8.5,8.3,"NA,

Location",Solo traveller,Stayed 1 night,1803,903,25,764
765,Good,8.5,7.5,There are no comments available for this review,Solo traveller,Stayed 1 night,1805,905,63,765
766,Exceptional,9,10,"Nothing,

Maree was a very welcoming hostess, the property was spotlessly clean and the breakfast was 1st class.",Couple,Stayed 1 night,1806,906,77,766
767,Very good,7.8,8.3,"We were given a basket of bread that obviously been from a previous table, one slice of bread was broken on and one of the butters was already opened. Also, for some bizarre reason, the TV switched itself on at around midnight and again towards 2am! Not a nice feeling, had to unplug it to be sure it won't happen again...,

Beds were very comfortable, evening meal was nice, we chose from the board, a la carte rather pricey, good breakfast with several choices, excellent coffee. The hotel is located above a beautiful lake were you can go for a walk or run, kids play area there too...",Couple,Stayed 1 night,1807,907,74,767
768,"Beautiful view, excellent hotel, at a good value.",8.8,10,"Not really a negative comment but the small rooms are as advertised so if you like a lot of space choice the larger room. It'll be worth the extra cost.,

Warm friendly staff. The garden overlooking the river is very pleasant with table and chairs and even hammocks to enjoy your afternoon drink. The hotel has a full bar and we felt the prices were very good. Room air conditioner was more than enough on several very warm days. Breakfast is served on beautifully set tables in the restaurant over looking the garden and river. Florenville with many restaurants and shopping is just a short drive away.  We did not eat in the hotel's restaurant but plan to next visit. This is a gem of a hotel!",Couple,Stayed 3 nights,1808,908,19,768
769,Disappointing,7.6,4.6,"Cold rooms just because they weren’t prepared. Outside temperature 5-8 degrees and still no heating available. The room wasn’t clean enough and the breakfast was very simple . ,

The lounge",Solo traveller,Stayed 4 nights,1809,909,68,769
770,Romantisch!,8.5,10,"Amazing experience in this b&b. Very nice location, top quality hospitality and very comfy rooms. The friendly host also own the restaurant and brings fabulous dishes to your room. Personal dinner in style. Bonus is the tasty breakfast the next morning. We will definitely come back!",Couple,Stayed 1 night,1810,910,96,770
771,Very good,8.1,8,"Breakfast: nice morning welcome, everything fine and safe, brasserie with art deco details, good breakfast!",Solo traveller,Stayed 2 nights,1811,911,71,771
772,Friendly hosts and reasonable price,8.9,9,"we got a room that was on the ground floor, that was just next to the the kitchen and sound isolation was not so good. ,

Almost everything: breakfast, friendly and helpful hosts, free parking in the street. There was also an outside terrace where our dog could play.",People with friends,Stayed 3 nights,1812,912,36,772
773,Excellent staying at IBIS Hotel,7.1,9,"Nothing special to report.,

The location is excellent, very close to the Airport and NATO HQ. The room was cozy and clean, the staff was extremely helpful and cooperative. I appreciate the free bottle of water offered by the Hotel. I woudl really recommend it for short staying in Evere.",Solo traveller,Stayed 1 night,1813,913,15,773
774,Exceptional,9.8,10,There are no comments available for this review,Couple,Stayed 3 nights,1814,914,6,774
775,Superb,8.4,9,There are no comments available for this review,Solo traveller,Stayed 2 nights,1815,915,53,775
776,Good,8.5,7.5,"N/A,

Lovely hotel, great location. Hosts were helpful as well. Would recommend the hotel to future guests",Couple,Stayed 1 night,1816,916,5,776
777,Exceptional,8.5,10,There are no comments available for this review,Solo traveller,Stayed 1 night,1817,917,22,777
778,Great little house near everything. Maria is an excellent hostesses and helpful.,9,9.6,"Only thing, there is not private bathroom. It's not clear when you book it. Not a big deal but I like my private bathroom.,

Maria is a great hostess.",Couple,Stayed 2 nights,1818,918,77,778
779,The stay was adequate for a single night en route to elsewhere.,7.8,7.5,"The breakfast was 'continental' basic - adequate.The restaurant was pricey for its evening meal offer without being of exceptional quality.The reception was unmanned for long periods with slow response to the 'buzzer' alert.,

The Hotel is located in an old quarry area under re-development for leisure activity.The hotel building is relatively new and in contemporary in style.The area has become more popular as a holiday location for Belgium & Dutch visitors.The hotel is easy to find in Neufchateau , a straight forward drive from the motorway exit",Solo traveller,Stayed 1 night,1819,919,37,779
780,The hotel was good although the restaurant was not open at night.,8.8,6.7,"Had to go 1/2 mile to eat as restaurant was not open in hotel.,

Great location good hotel.",Couple,Stayed 1 night,1820,920,45,780
781,Exceptional,7.6,10,Rooms are clean and the breakfast is nice as well.,Solo traveller,Stayed 1 night,1821,921,45,781
782,"Mooie setting, aangename ontvangst en bediening!",8.5,10,"/,

Unieke kamer en uitstekend ontbijt.",Couple,Stayed 1 night,1822,922,90,782
783,Very good,8.1,8,"I can not even mention minor dislikes.,

The room was very clean, cosy and with plenty of space and a big sized double bed. The breakfast-service offers a wide range of choices. No one has to leave on an empty stomach. The hotel is situated nearby the beach and offers parking possibilities.",Couple,Stayed 1 night,1823,923,86,783
784,"Good location (public parking close), friendly staff and great value for money !",9.1,10,"N/A,

The room was really nice, modern and comfortable. Easy going service and a great breakfast.All around decoration made with taste with hints to the local history.I would recommend this hotel to anyone.",Couple,Stayed 1 night,1824,924,60,784
785,Superb,8.9,9,"The room is beautiful, the host pays great attention to detail and the breakfast is immense!!",Solo traveller,Stayed 1 night,1825,925,37,785
786,Never again.,7.1,4,"Whole hotel was little bit dirty. Better to use cheaper hotel ibis few meters next to this one. It is cheaper solution and quality je almost the same. This hotel just hlave aircondition. By it is not worth almost double price as that cheaper one.,

I am not able to find any advantage of this hotel.",Solo traveller,Stayed 2 nights,1826,926,44,786
787,Amazing.,9.8,10,There are no comments available for this review,Solo traveller,Stayed 3 nights,1827,927,49,787
788,Very good,8.4,8,There are no comments available for this review,Couple,Stayed 1 night,1828,928,59,788
789,Superb,8.5,9.2,Great breakfast-many choices,Couple,Stayed 3 nights,1829,929,22,789
790,Very good,8.5,8,There are no comments available for this review,Solo traveller,Stayed 2 nights,1830,930,29,790
791,Exceptional,9,10,The hospitality of the host Was just astonishing. Did not expect such a warm approach. She gave all the instructions and recommendations were to go that was very helpfull. The check out flexibility was convenient as well. Highly recommended,Couple,Stayed 1 night,1831,931,83,791
792,"Beautiful location and rooms with lake views, comfortable beds and friendly and welcoming staff.",7.8,9.2,"It would be nice to have access to a kettle so that guests can make themselves a hot drink before bed and perhaps some complimentary water as offered by most hotels.,

On our first visit in August we were given an upgrade to a wonderfully large room set on split levels which was perfect for an adult with teenager. On our second visit we booked a double/twin room which was also very comfortable with a lovely view of the lake. It would be nice to have access to a kettle so that guests can make themselves a hot drink before bed but apart from this our stay was marvellous.",Family with young children,Stayed 1 night,1833,933,26,792
793,Superb,8.8,9,"we didnt get a nicholas cage cat pic :(( pls reconsider putting him in every room ;)),

very nice :))",Group,Stayed 2 nights,1834,934,46,793
794,Superb,8.5,9,Very nice place and the owners wonderful people.,Couple,Stayed 1 night,1835,935,32,794
795,Superb,8.1,9,"The minibar (fridge) was empty. But during COVID-19 times it's better to avoid contamination by any means.,

Very clean, open, easy and comfortable room!",Couple,Stayed 1 night,1837,937,68,795
796,Very good,8.9,8,"The room was next to a common area and during the evening you could hear the people on the next room until a bit late in the evening.,

The bed was super comfortable. The breakfast in the morning was quiet good and vast, we were not able to finish it all. You can easily walk to the city centre of Brugge, around 2km. The owner was attentive since the beginning.",Couple,Stayed 1 night,1838,938,83,796
797,Superb,7.1,9,Bether then ibis budged,Group,Stayed 1 night,1839,939,11,797
798,Exceptional,9.8,10,There are no comments available for this review,Couple,Stayed 2 nights,1840,940,11,798
799,Good,8.4,7,There are no comments available for this review,Solo traveller,Stayed 1 night,1841,941,37,799
800,"Very good hotel, but should be better compared to its price.",8.5,7.9,"Breakfast could be better and can have more options.Room could be cleaner (dust was noticed). Also adding a drawer or more space in wardrobe for my clothes would be nice.,

Room was comfortable, but with no much facilities inside compared to the price.Breakfast is fine but not wow.Room is soundproof with no noise at all. This was great.",Solo traveller,Stayed 3 nights,1842,942,86,800
801,Exceptional,8.5,9.6,There are no comments available for this review,Solo traveller,Stayed 1 night,1843,943,76,801
802,Good location.  Good price.  Good host,9,8.3,"No internet.,

Nicely positioned B&B with a very accommodating host.  It was a flying visit so we did not have enough time to truly appreciate the Brugge experience.",Couple,Stayed 1 night,1844,944,17,802
803,Very good,7.8,8.3,"Background noise in the room of a constant pump or fan but there was no machinery in the room. Ear plugs were necessary!,

Terrace restaurant and menu.",Family with young children,Stayed 1 night,1845,945,93,803
804,Fabulous,8.8,8.8,"Pillows are not very comfortable ,

Fantastic breakfast",People with friends,Stayed 1 night,1846,946,44,804
805,Exceptional,8.5,10,Very fine design touch and perfect advice for restaurants,Solo traveller,Stayed 1 night,1847,947,21,805
806,Superb,8.1,9,"The breakfast has a bit limited choice, but still quite enough. ,

Bright and comfortable rooms, with nice balcony. Perfect location, beach and the restaurants are walking distance.",Family with young children,Stayed 2 nights,1848,948,40,806
807,Disappointing,8.9,4,"We stayed in the ground floor room. 
1. No wellness facilities located in this room.  
2. Next to the kitchen/common area which is very noisy untill late in the evening and does not give you a great feeling of privacy
3. The room smells like a mixture of  cigarettes and air freshener.  
4. Overpriced.
   ,

Friendly staff and good location",Couple,Stayed 1 night,1849,949,100,807
808,It was acceptable for the price,7.1,5,"Reception taking £5 tax off me when it was already paid,

Breakfast was good. Room comfortable.",Couple,Stayed 1 night,1850,950,31,808
809,Wonderful stay in Brugge...wish I could have enjoyed Katrien's hospitality longer!,9.8,10,There are no comments available for this review,Solo traveller,Stayed 2 nights,1851,951,4,809
810,Superb,8.4,9,There are no comments available for this review,Family with young children,Stayed 3 nights,1852,952,69,810
811,Exceptional,8.5,10,Yes,Couple,Stayed 1 night,1853,953,44,811
812,Good,8.5,7.5,There are no comments available for this review,Couple,Stayed 3 nights,1854,954,81,812
813,Very nice,9,7.9,"Not enough orange juice for everyone at breakfast Too much conversation not understood to other Belgian quests at breakfast,

Quiet and convenient locationGreat welcome with map and directions",Family with young children,Stayed 1 night,1855,955,15,813
814,Excellent overnight stop heading for the Zeebrugge ferry the next day.,7.8,8.3,"Reception guy didn't tell us where the room was. It was room 16 so we walked upstairs to the first floor but those rooms were 20+ so we had to walk back down past the reception desk along a corridor. The guy on reception kept his head down.... Very strange.,

Excellent location with terrace overlooking the lake. We booked a double room and a triple for a party of 5 (3 adults/2 children); both rooms were a good size with excellent shower. Open shelves so we did not risk leaving anything behind in cupboards. Restaurant was good with a decent children's menu.",Family with young children,Stayed 1 night,1856,956,88,814
815,Very good,8.8,8,There are no comments available for this review,People with friends,Stayed 2 nights,1857,957,76,815
816,Top hotel & restaurant - superb location - stylish ambiente - excellent team,8.5,10,"Excellent location to be in the city and quickly on the beach. Top staff and management team, extremely flexible and helpful with a friendly personal touch. Great breakfast and very stylish rooms. The restaurant also offers excellent quality and each menu was of excellent taste. 1a * - we will come back.",Couple,Stayed 3 nights,1858,958,38,816
817,Superb,8.1,9,"Nothing,

The breakfast was delicious! Whole hotel is clean, perfect wifi connection and all staff were helpful and completely lovely 
I will 100% stay here again",Family with young children,Stayed 1 night,1859,959,23,817
818,Pleasant,8.9,6,"People were to close..I could hear what is hapoen next room..and they were loud on the night.,

Nice breakfast",Couple,Stayed 1 night,1860,960,80,818
819,Passable,7.1,5,"Very far from Brussel center and the public transportation was not very good from and to the hotel,

The bed was very good",Couple,Stayed 3 nights,1861,961,90,819
820,Exceptional,9.8,10,There are no comments available for this review,Group,Stayed 2 nights,1862,962,44,820
821,Good,8.4,7,There are no comments available for this review,Solo traveller,Stayed 3 nights,1863,963,15,821
822,Very good,8.5,8,"Lightling was poor, no mirror in main bedroom,

N/A",Group,Stayed 2 nights,1864,964,12,822
823,Superb,8.5,9,There are no comments available for this review,Solo traveller,Stayed 1 night,1865,965,27,823
824,Homely atmosphere and great location,9,9.2,"Great location walkable from the station and within walking of all the beautifully scenic areas of Bruges. 
Maria is a quirky and charming host and we enjoyed getting to know her even if our stay was very brief. She also went out of her way to help us on our last day which we greatly appreciate!",Couple,Stayed 2 nights,1866,966,9,824
825,I would certainly use this hotel in future.,7.8,7.9,"No problems except the hotel seems to have confused it’s name with possibly the company that owns it and maybe it’s restaurant name so that it is slightly confusing on arrival to be sure you have the correct address as the sign outside is not overly helpful!,

Staff very friendly and efficient. Hotel easy to find and good value. Evening meal and breakfast tasty though not a very wide menu choice.",Couple,Stayed 1 night,1867,967,54,825
826,Superb,8.5,9,Our stay in Belle de Nuit was perfect in all its aspects. The room was very unique and chic and the breakfast was amazing. The couple owning this lovely and stylish boutique hotel went all their way to make our stay perfect. They accomodated to all of our requests and were very warm and flexible. We also had a wonderful dinner at the hotel restaurant belle de jour which was by far the best I have had in Belgium for a long time. I would definitely recommend this lovely boutique hotel to everyone staying in Oostende.,Couple,Stayed 1 night,1868,968,48,826
827,Very good,8.1,8,"The room without air conditioning was a bit warm during hot days. Wifi was fine during the daytime, but almost not working in the evening.,

The bed is big and comfortable. The manager lady was friendly and helpful. When the TV did not work, she sent a person to fix it immediately.",Family with young children,Stayed 1 night,1869,969,80,827
828,"All you need is love, bubbles and Bruges!",8.9,9,There are no comments available for this review,Deluxe Double or Twin Room with Spa Bath,Submitted via mobile,1870,970,29,828
829,dont stay there,7.1,1,"the bathrooms smelt so badly I had to change rooms and still had the same smell in bathrooms. I think it is a health hazard at this point.,

The breakfast",Solo traveller,Stayed 2 nights,1871,971,48,829
830,Exceptional,9.8,10,There are no comments available for this review,Solo traveller,Stayed 3 nights,1873,973,72,830
831,Fabulous,8.4,8.8,There are no comments available for this review,Couple,Stayed 1 night,1874,974,21,831
832,Great.,8.5,10,"Nothing,

Comfortable, best location.",Family with young children,Stayed 1 night,1875,975,96,832
833,Exceptional,8.5,10,There are no comments available for this review,Solo traveller,Stayed 1 night,1876,976,96,833
834,Exceptional,9,10,Very good localisation and very noce owner,Double Room,Submitted via mobile,1877,977,57,834
835,Fabulous,8.5,8.8,"Noice in the street.,

Very friendly hosts. Spacious, comfortable rooms decorated with good taste, very good beds. Delicious breakfast.",Family with young children,Stayed 1 night,1878,978,34,835
836,Good,8.1,7,"We liked our stay in the hotel, but our room was not ready upon arrival although we arrived one hour after the check in time.",Couple,Stayed 1 night,1879,979,99,836
837,Very good,8.9,8,There are no comments available for this review,Couple,Stayed 4 nights,1880,980,50,837
838,Superb,7.1,9.2,"The room was so small. ,

The neatness",Family with young children,Stayed 1 night,1881,981,2,838
839,Exceptional,9.8,10,There are no comments available for this review,Deluxe Twin Room,Submitted via mobile,1882,982,99,839
840,Good,8.4,7.1,There are no comments available for this review,Solo traveller,Stayed 1 night,1883,983,79,840
841,Exceptional,8.5,10,"Nothing,

Very central location and had an underground car park.",Couple,Stayed 1 night,1884,984,90,841
842,Very good,8.5,8.3,There are no comments available for this review,Solo traveller,Stayed 3 nights,1885,985,13,842
843,Fabulous,8.5,8.8,"We stayed here during summer and as the hotel is located in the bar-area of Oostend there was a lot of noise until very early morning. It didn’t make the stay less unpleasant but if you’re not up for that ask for a room on a higher floor.,

Great room, great taste, mix of vintage and art, best breakfast ever!",Couple,Stayed 1 night,1887,987,6,843
844,Nice hotel,8.1,7,"The sink was kinda blocked. I requested at the reception but no one cared that kinda ruined the experience a little bit because if you're paying €107 per night... Everything has to be perfect.,

Room was really nice and comfortable. The road is quiet and food is available nearby. There was an espresso in the room super cool.",Couple,Stayed 1 night,1889,989,66,844
845,Very loud smelly floors,7.1,4.6,"Hallways smelled of cigarettes even though there were signs saying no smoking in hallways. People yelling outside room, sounded like drug deals going on down the hall with people yelling throughout the whole night even as we were leaving at 4 am Parking cost even though there was no security to insure safety of car  ,

Price , front desk night guy was nice",Couple,Stayed 1 night,1890,990,84,845
846,Superb,9.8,9.2,There are no comments available for this review,Group,Stayed 3 nights,1891,991,32,846
847,Exceptional,8.5,10,"Fabulous location, close to the seaside, centre of town, great artsy design interior, just above the restaurant which has a great design, delicious menu, nice atmosphere. Combination of dining and sleeping is a real treat. Hosts are very friendly, fun, down to earth, helpful. I travel a lot all over the world for work, this is one of my favourite places.",Couple,Stayed 1 night,1892,992,99,847
848,Very good,8.1,8,Reception was excellent she was very knowledgeable and helpful.,Family with young children,Stayed 3 nights,1894,994,62,848
849,Passable,7.1,5.4,"Bad smell in room and bathroom,

Close to airport",Solo traveller,Stayed 2 nights,1895,995,22,849
850,Superb,9.8,9.2,There are no comments available for this review,Couple,Stayed 3 nights,1896,996,27,850
851,Excellent!,8.5,10,"There is none.,

cool restaurant, excellent cook, great food, nice staff",Family with young children,Stayed 1 night,1897,997,96,851
852,Nice clean rooms nearby the sea. 😊,8.1,8,"Breakfast was really good 👍 Clean rooms 👌 Service was very good 👍 Nearby the beach",Couple,Stayed 1 night,1898,998,24,852
853,Passable,7.1,5,I paid City tax twice. Once when i booked on Booking.com and second time on płace at the reception desk.,Solo traveller,Stayed 1 night,1899,999,33,853
854,Exceptional,9.8,10,There are no comments available for this review,Couple,Stayed 3 nights,1900,1000,87,854
855,Great stay in the city center.,8.5,8.3,"- Great bed and linen!!! Very comfy! - Beautiful restaurant!",Solo traveller,Stayed 1 night,1902,1002,52,855
856,new years eve fire work,8.1,9,very  good,Solo traveller,Stayed 2 nights,1903,1003,97,856
857,Poor,7.1,3,"The staff is useless, no water and the location is worst,

I don’t like the service which they provide for me,",Solo traveller,Stayed 1 night,1904,1004,73,857
858,Exceptional,9.8,10,There are no comments available for this review,Group,Stayed 2 nights,1905,1005,56,858
859,Superb,8.5,9,There are no comments available for this review,Couple,Stayed 1 night,1906,1006,46,859
860,Exceptional,7.8,9.6,"It was hot so a fan would have been good,

Great location, friendly staff. Really dog friendly with a lovely walk around the lake for kids and the dog",Family with young children,Stayed 2 nights,1907,1007,11,860
861,Very good,8.5,8,"The location ,

Patricia and Michell were so kind and the room was also good and really comfy.",Solo traveller,Stayed 2 nights,1908,1008,66,861
862,Nice little hotel,8.1,8.8,"No kettle in the room.,

Room was small but very clean and comfortable. Hotel was quiet and well placed. The staff were polite, friendly and helpful.",Solo traveller,Stayed 1 night,1909,1009,92,862
863,Passable,7.1,5,"Site, mattress and cleanness ,

Price",Family with young children,Stayed 1 night,1910,1010,26,863
864,Exceptional,9.8,10,There are no comments available for this review,Couple,Stayed 2 nights,1911,1011,70,864
865,Exceptional,8.5,10,There are no comments available for this review,Couple,Stayed 1 night,1912,1012,53,865
866,"Absolutely awful nights sleep before having to do a 6 hour drive, I would recommend any other hotel if you need a good n",7.8,2.5,"What a disappointment! This hotel is not fit for purpose, dirty, loud and unhelpful staff. Also a lovey view of the car park to top things off and people smoking right outside our window all through the night! Not ideal when you have a baby in the room with you. ,

I honestly can’t find anything good to say about this place. We stayed in 7 different hotels on this trip and this was the only one I wished I hadn’t book.",Family with young children,Stayed 1 night,1913,1013,30,866
867,Friendly and warm place,8.5,9,"Room upstairs and toilet downstairs,

Very friendly host, prompt to help and guide you for moving around the house locationAppreciate having breakfast with the host, liked very much sharing stories on adventures in various countries",Solo traveller,Stayed 2 nights,1914,1014,18,867
868,Good,7.6,7.5,There are no comments available for this review,People with friends,Stayed 1 night,1915,1015,34,868
869,Exceptional,9.7,10,"Nothing ,

The location with view over the river is just perfect. You can just sit by the window and watch the birds and boats and relax. The studio is equipped in a very efficient, comfortable and cozy manner. The host lady has thought of everything (salt, tea, coffee, hairdryer, useful information on day trips, emergency numbers etc). The studio is adjacent to the owners' beautiful house and they are available to address any question you might have during your stay. The small town is very charming and has a grocery store, bakery, pub, pizzeria, and some restaurants. You can make beautiful walks from here. Highly recommend place for a romantic relaxing getaway.",Couple,Stayed 2 nights,1916,1016,100,869
870,Maria was an excellent host. She was very helpful in suggesting places to visit.,9,8.3,There are no comments available for this review,Group,Stayed 1 night,1917,1017,76,870
871,Very good,8,8,Ligging vlakbij restaurants,Couple,Stayed 1 night,1918,1018,51,871
872,overall it's a great place to stay and I'd happily stay here again.,8.5,8.3,"The checkin was very slow. They only had one elevator to the part of the building I was staying in and it broke down. Had to navigate a lot of tricky stairs with bags.,

Nice atmosphere and great facilities like a coffee machine. It was also easy to get to.",Solo traveller,Stayed 1 night,1919,1019,20,872
873,Great location for our long beach weekend.,8.1,8,"Elevator could use some fine tuning in it's starts and stops!  A very eccentric elevator.,

Didn't eat the breakfast offered",Couple,Stayed 3 nights,1920,1020,43,873
874,Quite dissatisfied with my stay!,7.1,3.8,"We were shoved in a room that smelled of smoke - I was traveling with my young children and we arrived at night.  Even though we booked a twin room, we got two tiny beds next to each other in a really tiny room... upon complaining the check in guy came and moved the beds 6 inches apart to make it a ""twin room"".  Just ridiculous.  The room had no amenities, not even drinking water.  I was told that this is the ""standard Ibis affair"" and he claimed to have seen 13 other Ibis locations - I might have my doubts since I have stayed at various Ibis hotels as well.Stay away - far better and cheaper options available near the airport than this junk!",Family with young children,Stayed 1 night,1921,1021,7,874
875,Exceptional,9.8,10,There are no comments available for this review,Couple,Stayed 2 nights,1922,1022,29,875
